,NumRef,Ocean,Longitude,Latitude,Date,Depth,GPP,Chl_a,set,year,month,day,Longitude_pos,depth_bin,geometry
4059,4060,Pacific,-73.12,-30.36,12 Mar 2009,5.0,2.39,3.29,PP,1994.0,2.0,9.0,286.88,5.0,POINT (-73.12 -30.36)
4060,4061,Pacific,-73.12,-30.36,12 Mar 2009,15.0,1.63,3.76,PP,1994.0,2.0,10.0,286.88,15.0,POINT (-73.12 -30.36)
4061,4062,Pacific,-73.12,-30.36,12 Mar 2009,30.0,1.65,2.95,PP,1994.0,2.0,10.0,286.88,45.0,POINT (-73.12 -30.36)
4062,4063,Pacific,-72.12,-30.78,13 Mar 2009,5.0,2.85,0.46,PP,1994.0,2.0,10.0,287.88,5.0,POINT (-72.12 -30.78)
4063,4064,Pacific,-72.12,-30.78,13 Mar 2009,15.0,2.31,0.35,PP,1994.0,2.0,10.0,287.88,15.0,POINT (-72.12 -30.78)
4064,4065,Pacific,-72.12,-30.78,13 Mar 2009,30.0,2.49,0.47,PP,1994.0,2.0,10.0,287.88,45.0,POINT (-72.12 -30.78)
4065,4066,Pacific,-71.48,-28.02,14 Mar 2009,5.0,7.34,1.0,PP,1994.0,2.0,10.0,288.52,5.0,POINT (-71.48 -28.02)
4066,4067,Pacific,-71.48,-28.02,14 Mar 2009,15.0,5.44,0.7,PP,1994.0,2.0,10.0,288.52,15.0,POINT (-71.48 -28.02)
4067,4068,Pacific,-71.48,-28.02,14 Mar 2009,30.0,4.86,0.66,PP,1994.0,2.0,11.0,288.52,45.0,POINT (-71.48 -28.02)
4069,4070,Pacific,-158.01,25.47,24 Jun 2009,25.0,0.91,0.07,PP,1994.0,2.0,12.0,201.99,27.5,POINT (-158.01 25.47)
4070,4071,Pacific,-157.6,29.11,25 Jun 2009,25.0,1.06,0.07,PP,1994.0,2.0,12.0,202.4,27.5,POINT (-157.6 29.11)
4072,4073,Pacific,-157.6,30.24,27 Jun 2009,25.0,1.13,0.08,PP,1994.0,2.0,12.0,202.4,27.5,POINT (-157.6 30.24)
4073,4074,Pacific,-158.0,26.6,28 Jun 2009,25.0,1.26,0.06,PP,1994.0,2.0,12.0,202.0,27.5,POINT (-158 26.6)
4161,4162,Southern,-49.55,-57.41,31 Oct 1988,60.0,5.83,0.59,PP,1997.0,1.0,24.0,310.45,65.0,POINT (-49.55 -57.41)
4162,4163,Southern,-49.76,-56.78,31 Oct 1988,60.0,3.55,0.17,PP,1997.0,1.0,24.0,310.24,65.0,POINT (-49.76 -56.78)
4163,4164,Southern,-48.94,-55.38,31 Oct 1988,60.0,0.91,0.07,PP,1997.0,1.0,24.0,311.06,65.0,POINT (-48.94 -55.38)
4164,4165,Southern,-48.82,-55.32,31 Oct 1988,60.0,0.96,0.14,PP,1997.0,1.0,24.0,311.18,65.0,POINT (-48.82 -55.32)
4165,4166,Southern,-48.36,-55.04,31 Oct 1988,60.0,1.58,0.08,PP,1997.0,1.0,24.0,311.64,65.0,POINT (-48.36 -55.04)
4166,4167,Southern,-47.8,-54.7,31 Oct 1988,60.0,1.3,0.05,PP,1997.0,1.0,24.0,312.2,65.0,POINT (-47.8 -54.7)
4167,4168,Southern,-47.29,-55.54,31 Oct 1988,60.0,1.56,0.16,PP,1997.0,1.0,27.0,312.71,65.0,POINT (-47.29 -55.54)
4168,4169,Southern,-46.63,-55.8,31 Oct 1988,60.0,1.2,0.17,PP,1997.0,1.0,27.0,313.37,65.0,POINT (-46.63 -55.8)
4169,4170,Southern,-46.5,-56.49,31 Oct 1988,60.0,1.01,0.06,PP,1997.0,1.0,27.0,313.5,65.0,POINT (-46.5 -56.49)
4170,4171,Southern,-46.5,-57.28,31 Oct 1988,60.0,14.45,1.6,PP,1997.0,1.0,27.0,313.5,65.0,POINT (-46.5 -57.28)
4171,4172,Southern,-46.54,-57.47,31 Oct 1988,60.0,13.15,1.8,PP,1997.0,1.0,27.0,313.46,65.0,POINT (-46.54 -57.47)
4172,4173,Southern,-46.57,-57.7,31 Oct 1988,60.0,12.89,2.0,PP,1997.0,1.0,27.0,313.43,65.0,POINT (-46.57 -57.7)
4173,4174,Southern,-46.52,-58.1,31 Oct 1988,60.0,8.47,0.9,PP,1997.0,1.0,30.0,313.48,65.0,POINT (-46.52 -58.1)
4174,4175,Southern,-50.26,-56.55,31 Oct 1988,60.0,1.06,0.27,PP,1997.0,1.0,30.0,309.74,65.0,POINT (-50.26 -56.55)
4187,4188,Southern,56.55,-59.0,13 Dec 1991,0.0,3.0,1.1,PP,1997.0,2.0,2.0,56.55,5.0,POINT (56.55 -59)
4188,4189,Southern,45.1,-58.6,14 Dec 1991,0.0,2.7,1.25,PP,1997.0,2.0,2.0,45.1,5.0,POINT (45.1 -58.6)
4189,4190,Southern,25.14,-64.3,16 Dec 1991,0.0,1.6,0.52,PP,1997.0,2.0,2.0,25.14,5.0,POINT (25.14 -64.3)
4190,4191,Southern,23.47,-70.01,18 Dec 1991,10.0,5.1,3.09,PP,1997.0,2.0,2.0,23.47,15.0,POINT (23.47 -70.01)
4191,4192,Southern,38.01,-64.04,21 Dec 1991,5.0,1.1,0.24,PP,1997.0,2.0,2.0,38.01,5.0,POINT (38.01 -64.04)
4192,4193,Southern,38.01,-64.04,21 Dec 1991,15.0,0.5,0.26,PP,1997.0,2.0,2.0,38.01,15.0,POINT (38.01 -64.04)
4193,4194,Southern,38.01,-64.04,21 Dec 1991,30.0,0.5,0.27,PP,1997.0,2.0,2.0,38.01,45.0,POINT (38.01 -64.04)
4194,4195,Southern,38.01,-64.04,21 Dec 1991,50.0,0.1,0.3,PP,1997.0,2.0,2.0,38.01,65.0,POINT (38.01 -64.04)
4195,4196,Southern,38.01,-64.04,21 Dec 1991,75.0,0.1,0.34,PP,1997.0,2.0,2.0,38.01,87.5,POINT (38.01 -64.04)
4196,4197,Southern,37.59,-64.05,01 Mar 1992,5.0,2.8,1.31,PP,1997.0,2.0,2.0,37.59,5.0,POINT (37.59 -64.05)
4197,4198,Southern,37.59,-64.05,01 Mar 1992,15.0,2.1,1.25,PP,1997.0,2.0,4.0,37.59,15.0,POINT (37.59 -64.05)
4198,4199,Southern,37.59,-64.05,01 Mar 1992,50.0,1.8,1.46,PP,1997.0,2.0,4.0,37.59,65.0,POINT (37.59 -64.05)
4207,4208,Southern,61.0,-63.0,31 Jan 1993,15.0,4.8,1.03,PP,1997.0,2.0,4.0,61.0,15.0,POINT (61 -63)
4208,4209,Southern,61.0,-63.0,31 Jan 1993,15.0,3.6,0.64,PP,1997.0,2.0,4.0,61.0,15.0,POINT (61 -63)
4235,4236,Southern,61.0,-63.0,31 Jan 1994,15.0,3.41,1.14,PP,1997.0,12.0,5.0,61.0,15.0,POINT (61 -63)
4236,4237,Southern,61.0,-63.0,31 Jan 1994,15.0,3.24,1.57,PP,1997.0,12.0,5.0,61.0,15.0,POINT (61 -63)
4237,4238,Southern,61.0,-63.0,31 Jan 1994,15.0,6.01,1.85,PP,1997.0,12.0,5.0,61.0,15.0,POINT (61 -63)
4238,4239,Southern,-40.83,-51.33,03 Feb 1994,10.0,2.75,0.86,PP,1997.0,12.0,5.0,319.17,15.0,POINT (-40.83 -51.33)
4239,4240,Southern,-41.99,-50.0,04 Feb 1994,10.0,8.13,2.81,PP,1997.0,12.0,5.0,318.01,15.0,POINT (-41.99 -50)
4240,4241,Southern,-61.12,-63.49,05 Feb 1994,1.0,3.61,1.03,PP,1997.0,12.0,5.0,298.88,5.0,POINT (-61.12 -63.49)
4241,4242,Southern,-61.12,-63.49,05 Feb 1994,10.0,3.53,1.1,PP,1997.0,12.0,7.0,298.88,15.0,POINT (-61.12 -63.49)
4242,4243,Southern,-61.12,-63.49,05 Feb 1994,15.0,3.48,0.93,PP,1997.0,12.0,7.0,298.88,15.0,POINT (-61.12 -63.49)
4243,4244,Southern,-61.12,-63.49,05 Feb 1994,20.0,3.13,0.93,PP,1997.0,12.0,7.0,298.88,27.5,POINT (-61.12 -63.49)
4244,4245,Southern,-61.12,-63.49,05 Feb 1994,30.0,1.97,0.91,PP,1997.0,12.0,7.0,298.88,45.0,POINT (-61.12 -63.49)
4245,4246,Southern,-37.45,-49.79,07 Feb 1994,10.0,2.23,0.72,PP,1997.0,12.0,7.0,322.55,15.0,POINT (-37.45 -49.79)
4246,4247,Southern,-37.48,-49.81,08 Feb 1994,10.0,1.6,0.7,PP,1997.0,12.0,7.0,322.52,15.0,POINT (-37.48 -49.81)
4247,4248,Southern,-37.42,-49.8,09 Feb 1994,10.0,2.43,0.76,PP,1997.0,12.0,7.0,322.58,15.0,POINT (-37.42 -49.8)
4248,4249,Southern,-37.45,-49.8,10 Feb 1994,10.0,2.55,0.82,PP,1997.0,12.0,7.0,322.55,15.0,POINT (-37.45 -49.8)
4249,4250,Southern,-61.19,-64.13,10 Feb 1994,1.0,3.64,1.55,PP,1997.0,12.0,7.0,298.81,5.0,POINT (-61.19 -64.13)
4250,4251,Southern,-61.19,-64.13,10 Feb 1994,5.0,2.49,1.06,PP,1997.0,12.0,7.0,298.81,5.0,POINT (-61.19 -64.13)
4251,4252,Southern,-61.19,-64.13,10 Feb 1994,10.0,3.16,0.84,PP,1997.0,12.0,7.0,298.81,15.0,POINT (-61.19 -64.13)
4252,4253,Southern,-61.19,-64.13,10 Feb 1994,15.0,1.79,0.65,PP,1997.0,12.0,7.0,298.81,15.0,POINT (-61.19 -64.13)
4253,4254,Southern,-61.19,-64.13,10 Feb 1994,30.0,0.4,0.31,PP,1997.0,12.0,11.0,298.81,45.0,POINT (-61.19 -64.13)
4254,4255,Southern,-61.19,-64.13,10 Feb 1994,45.0,0.15,0.17,PP,1997.0,12.0,11.0,298.81,45.0,POINT (-61.19 -64.13)
4255,4256,Southern,-37.45,-49.8,11 Feb 1994,10.0,2.74,0.81,PP,1997.0,12.0,11.0,322.55,15.0,POINT (-37.45 -49.8)
4256,4257,Southern,-67.34,-66.44,12 Feb 1994,1.0,48.81,3.5,PP,1997.0,12.0,11.0,292.65999999999997,5.0,POINT (-67.34 -66.44)
4257,4258,Southern,-67.34,-66.44,12 Feb 1994,5.0,18.24,3.8,PP,1997.0,12.0,11.0,292.65999999999997,5.0,POINT (-67.34 -66.44)
4258,4259,Southern,-67.34,-66.44,12 Feb 1994,10.0,15.44,5.04,PP,1997.0,12.0,11.0,292.65999999999997,15.0,POINT (-67.34 -66.44)
4259,4260,Southern,-67.34,-66.44,12 Feb 1994,15.0,10.68,5.43,PP,1997.0,12.0,11.0,292.65999999999997,15.0,POINT (-67.34 -66.44)
4260,4261,Southern,-67.34,-66.44,12 Feb 1994,20.0,7.39,3.83,PP,1997.0,12.0,11.0,292.65999999999997,27.5,POINT (-67.34 -66.44)
4261,4262,Southern,-67.34,-66.44,12 Feb 1994,30.0,5.35,3.61,PP,1997.0,12.0,11.0,292.65999999999997,45.0,POINT (-67.34 -66.44)
4262,4263,Southern,-36.66,-50.17,14 Feb 1994,10.0,1.48,0.55,PP,1997.0,12.0,11.0,323.34000000000003,15.0,POINT (-36.66 -50.17)
4263,4264,Southern,-60.38,-62.57,14 Feb 1994,1.0,37.48,7.39,PP,1997.0,12.0,11.0,299.62,5.0,POINT (-60.38 -62.57)
4264,4265,Southern,-60.38,-62.57,14 Feb 1994,5.0,10.28,6.8,PP,1997.0,12.0,11.0,299.62,5.0,POINT (-60.38 -62.57)
4265,4266,Southern,-60.38,-62.57,14 Feb 1994,10.0,3.83,4.7,PP,1997.0,12.0,12.0,299.62,15.0,POINT (-60.38 -62.57)
4266,4267,Southern,-60.38,-62.57,14 Feb 1994,20.0,0.89,0.3,PP,1997.0,12.0,12.0,299.62,27.5,POINT (-60.38 -62.57)
4268,4269,Southern,-36.2,-49.68,15 Feb 1994,10.0,2.2,0.56,PP,1997.0,12.0,12.0,323.8,15.0,POINT (-36.2 -49.68)
4269,4270,Southern,-35.28,-54.26,20 Feb 1994,10.0,3.09,0.83,PP,1997.0,12.0,12.0,324.72,15.0,POINT (-35.28 -54.26)
4294,4295,Southern,-177.75,-76.5,02 Nov 1996,4.0,0.83,0.64,PP,1997.0,12.0,17.0,182.25,5.0,POINT (-177.75 -76.5)
4295,4296,Southern,-177.75,-76.5,02 Nov 1996,8.0,2.87,0.61,PP,1997.0,12.0,18.0,182.25,15.0,POINT (-177.75 -76.5)
4296,4297,Southern,-177.75,-76.5,02 Nov 1996,15.0,3.36,0.63,PP,1997.0,12.0,18.0,182.25,15.0,POINT (-177.75 -76.5)
4297,4298,Southern,-177.75,-76.5,02 Nov 1996,21.0,3.21,0.63,PP,1997.0,12.0,18.0,182.25,27.5,POINT (-177.75 -76.5)
4298,4299,Southern,-177.75,-76.5,02 Nov 1996,25.0,2.81,0.64,PP,1997.0,12.0,18.0,182.25,27.5,POINT (-177.75 -76.5)
4299,4300,Southern,-177.75,-76.5,02 Nov 1996,32.0,2.49,0.64,PP,1997.0,12.0,18.0,182.25,45.0,POINT (-177.75 -76.5)
4306,4307,Southern,-169.5,-76.5,13 Jan 1997,4.0,10.25,2.15,PP,1997.0,12.0,19.0,190.5,5.0,POINT (-169.5 -76.5)
4307,4308,Southern,-169.5,-76.5,13 Jan 1997,9.0,10.16,2.22,PP,1997.0,12.0,22.0,190.5,15.0,POINT (-169.5 -76.5)
4308,4309,Southern,-169.5,-76.5,13 Jan 1997,15.0,16.76,2.71,PP,1997.0,12.0,22.0,190.5,15.0,POINT (-169.5 -76.5)
4309,4310,Southern,-169.5,-76.5,13 Jan 1997,24.0,7.35,2.52,PP,1997.0,12.0,22.0,190.5,27.5,POINT (-169.5 -76.5)
4310,4311,Southern,-169.5,-76.5,13 Jan 1997,31.0,1.26,3.51,PP,1997.0,12.0,22.0,190.5,45.0,POINT (-169.5 -76.5)
4311,4312,Southern,-169.5,-76.5,13 Jan 1997,47.0,1.05,6.89,PP,1997.0,12.0,22.0,190.5,65.0,POINT (-169.5 -76.5)
4319,4320,Southern,-175.5,-76.5,17 Jan 1997,3.0,25.0,7.03,PP,1997.0,12.0,28.0,184.5,5.0,POINT (-175.5 -76.5)
4320,4321,Southern,-175.5,-76.5,17 Jan 1997,5.0,48.75,6.91,PP,1997.0,12.0,28.0,184.5,5.0,POINT (-175.5 -76.5)
4321,4322,Southern,-175.5,-76.5,17 Jan 1997,8.0,36.25,7.05,PP,1997.0,12.0,28.0,184.5,15.0,POINT (-175.5 -76.5)
4322,4323,Southern,-175.5,-76.5,17 Jan 1997,11.0,1.52,6.1,PP,1997.0,12.0,28.0,184.5,15.0,POINT (-175.5 -76.5)
4323,4324,Southern,-175.5,-76.5,17 Jan 1997,14.0,5.9,5.88,PP,1997.0,12.0,28.0,184.5,15.0,POINT (-175.5 -76.5)
4324,4325,Southern,-175.5,-76.5,17 Jan 1997,21.0,9.61,5.5,PP,1997.0,12.0,28.0,184.5,27.5,POINT (-175.5 -76.5)
4325,4326,Southern,-177.75,-76.5,19 Jan 1997,3.0,10.02,2.4,PP,1997.0,12.0,30.0,182.25,5.0,POINT (-177.75 -76.5)
4326,4327,Southern,-177.75,-76.5,19 Jan 1997,6.0,8.8,2.41,PP,1997.0,12.0,30.0,182.25,15.0,POINT (-177.75 -76.5)
4327,4328,Southern,-177.75,-76.5,19 Jan 1997,11.0,6.83,2.35,PP,1997.0,12.0,30.0,182.25,15.0,POINT (-177.75 -76.5)
4328,4329,Southern,-177.75,-76.5,19 Jan 1997,15.0,11.28,3.14,PP,1997.0,12.0,30.0,182.25,15.0,POINT (-177.75 -76.5)
4329,4330,Southern,-177.75,-76.5,19 Jan 1997,20.0,4.2,3.14,PP,1997.0,12.0,30.0,182.25,27.5,POINT (-177.75 -76.5)
4330,4331,Southern,-177.75,-76.5,19 Jan 1997,30.0,0.92,2.83,PP,1998.0,2.0,16.0,182.25,45.0,POINT (-177.75 -76.5)
4337,4338,Southern,-176.5,-78.0,21 Jan 1997,3.0,8.6,1.53,PP,1998.0,2.0,16.0,183.5,5.0,POINT (-176.5 -78)
4338,4339,Southern,-176.5,-78.0,21 Jan 1997,7.0,10.47,1.65,PP,1998.0,2.0,16.0,183.5,15.0,POINT (-176.5 -78)
4339,4340,Southern,-176.5,-78.0,21 Jan 1997,13.0,8.76,1.66,PP,1998.0,2.0,16.0,183.5,15.0,POINT (-176.5 -78)
4340,4341,Southern,-176.5,-78.0,21 Jan 1997,19.0,5.65,1.38,PP,1998.0,2.0,16.0,183.5,27.5,POINT (-176.5 -78)
4341,4342,Southern,-176.5,-78.0,21 Jan 1997,26.0,2.3,1.4,PP,1998.0,2.0,16.0,183.5,27.5,POINT (-176.5 -78)
4342,4343,Southern,-176.5,-78.0,21 Jan 1997,37.0,0.77,1.33,PP,1998.0,2.0,18.0,183.5,45.0,POINT (-176.5 -78)
4349,4350,Southern,177.75,-74.0,24 Jan 1997,3.0,7.89,2.07,PP,1998.0,2.0,18.0,177.75,5.0,POINT (177.75 -74)
4350,4351,Southern,177.75,-74.0,24 Jan 1997,7.0,7.29,2.06,PP,1998.0,2.0,18.0,177.75,15.0,POINT (177.75 -74)
4351,4352,Southern,177.75,-74.0,24 Jan 1997,11.0,12.77,2.05,PP,1998.0,2.0,18.0,177.75,15.0,POINT (177.75 -74)
4352,4353,Southern,177.75,-74.0,24 Jan 1997,17.0,9.6,2.02,PP,1998.0,2.0,18.0,177.75,27.5,POINT (177.75 -74)
4353,4354,Southern,177.75,-74.0,24 Jan 1997,22.0,10.5,2.07,PP,1998.0,2.0,18.0,177.75,27.5,POINT (177.75 -74)
4354,4355,Southern,177.75,-74.0,24 Jan 1997,34.0,2.03,0.94,PP,1998.0,2.0,21.0,177.75,45.0,POINT (177.75 -74)
4355,4356,Southern,-169.5,-76.5,27 Jan 1997,3.0,11.34,1.98,PP,1998.0,2.0,21.0,190.5,5.0,POINT (-169.5 -76.5)
4356,4357,Southern,-169.5,-76.5,27 Jan 1997,7.0,8.61,1.79,PP,1998.0,2.0,21.0,190.5,15.0,POINT (-169.5 -76.5)
4357,4358,Southern,-169.5,-76.5,27 Jan 1997,12.0,9.03,1.93,PP,1998.0,2.0,21.0,190.5,15.0,POINT (-169.5 -76.5)
4358,4359,Southern,-169.5,-76.5,27 Jan 1997,18.0,2.71,1.14,PP,1998.0,2.0,21.0,190.5,27.5,POINT (-169.5 -76.5)
4359,4360,Southern,-169.5,-76.5,27 Jan 1997,23.0,2.56,1.34,PP,1998.0,2.0,21.0,190.5,27.5,POINT (-169.5 -76.5)
4360,4361,Southern,-169.5,-76.5,27 Jan 1997,35.0,1.98,1.62,PP,1998.0,2.0,21.0,190.5,45.0,POINT (-169.5 -76.5)
4367,4368,Southern,-175.5,-76.5,30 Jan 1997,6.0,13.97,3.99,PP,1998.0,2.0,24.0,184.5,15.0,POINT (-175.5 -76.5)
4368,4369,Southern,-175.5,-76.5,30 Jan 1997,10.0,8.18,4.22,PP,1998.0,2.0,24.0,184.5,15.0,POINT (-175.5 -76.5)
4369,4370,Southern,-175.5,-76.5,30 Jan 1997,15.0,4.79,3.94,PP,1998.0,2.0,24.0,184.5,15.0,POINT (-175.5 -76.5)
4370,4371,Southern,-175.5,-76.5,30 Jan 1997,18.0,3.33,4.36,PP,1998.0,2.0,24.0,184.5,27.5,POINT (-175.5 -76.5)
4371,4372,Southern,-175.5,-76.5,30 Jan 1997,28.0,0.64,3.89,PP,1998.0,2.0,24.0,184.5,45.0,POINT (-175.5 -76.5)
4380,4381,Southern,-177.75,-76.5,02 Feb 1997,7.0,6.07,1.61,PP,1998.0,2.0,27.0,182.25,15.0,POINT (-177.75 -76.5)
4381,4382,Southern,-177.75,-76.5,02 Feb 1997,12.0,7.73,1.81,PP,1998.0,2.0,27.0,182.25,15.0,POINT (-177.75 -76.5)
4382,4383,Southern,-177.75,-76.5,02 Feb 1997,19.0,5.78,1.41,PP,1998.0,2.0,27.0,182.25,27.5,POINT (-177.75 -76.5)
4383,4384,Southern,-177.75,-76.5,02 Feb 1997,24.0,2.94,1.41,PP,1998.0,2.0,27.0,182.25,27.5,POINT (-177.75 -76.5)
4384,4385,Southern,-177.75,-76.5,02 Feb 1997,37.0,1.09,1.66,PP,1998.0,2.0,27.0,182.25,45.0,POINT (-177.75 -76.5)
4391,4392,Southern,-175.5,-76.5,04 Feb 1997,3.0,8.13,1.78,PP,1998.0,3.0,2.0,184.5,5.0,POINT (-175.5 -76.5)
4392,4393,Southern,-175.5,-76.5,04 Feb 1997,6.0,12.2,2.25,PP,1998.0,3.0,2.0,184.5,15.0,POINT (-175.5 -76.5)
4393,4394,Southern,-175.5,-76.5,04 Feb 1997,10.0,9.5,1.9,PP,1998.0,3.0,2.0,184.5,15.0,POINT (-175.5 -76.5)
4394,4395,Southern,-175.5,-76.5,04 Feb 1997,15.0,5.49,1.97,PP,1998.0,3.0,2.0,184.5,15.0,POINT (-175.5 -76.5)
4395,4396,Southern,-175.5,-76.5,04 Feb 1997,19.0,5.16,2.29,PP,1998.0,3.0,2.0,184.5,27.5,POINT (-175.5 -76.5)
4396,4397,Southern,-175.5,-76.5,04 Feb 1997,29.0,1.72,3.3,PP,1998.0,3.0,2.0,184.5,45.0,POINT (-175.5 -76.5)
4656,4657,Southern,-60.22,-62.4,01 Jan 2000,3.0,0.18,0.56,PP,2009.0,1.0,31.0,299.78,5.0,POINT (-60.22 -62.4)
4657,4658,Southern,-60.22,-62.4,01 Jan 2000,3.0,0.83,3.64,PP,2009.0,1.0,31.0,299.78,5.0,POINT (-60.22 -62.4)
4658,4659,Southern,-60.22,-62.4,01 Jan 2000,3.0,4.22,18.33,PP,2009.0,2.0,1.0,299.78,5.0,POINT (-60.22 -62.4)
4659,4660,Southern,-60.22,-62.4,01 Jan 2000,3.0,1.54,2.72,PP,2009.0,2.0,1.0,299.78,5.0,POINT (-60.22 -62.4)
4660,4661,Southern,-60.63,-63.13,25 Jan 2000,5.0,6.43,0.75,PP,2009.0,2.0,1.0,299.37,5.0,POINT (-60.63 -63.13)
4661,4662,Southern,-61.96,-64.23,26 Jan 2000,5.0,3.71,2.58,PP,2009.0,2.0,2.0,298.04,5.0,POINT (-61.96 -64.23)
4662,4663,Southern,-59.25,-62.53,28 Jan 2000,5.0,4.51,0.38,PP,2009.0,2.0,2.0,300.75,5.0,POINT (-59.25 -62.53)
4663,4664,Southern,-56.32,-63.39,29 Jan 2000,5.0,40.91,5.84,PP,2009.0,2.0,2.0,303.68,5.0,POINT (-56.32 -63.39)
4664,4665,Southern,-51.29,-62.39,30 Jan 2000,15.0,2.16,2.2,PP,2009.0,2.0,3.0,308.71,15.0,POINT (-51.29 -62.39)
4665,4666,Southern,61.0,-63.0,31 Jan 2000,15.0,8.46,3.16,PP,2009.0,2.0,3.0,61.0,15.0,POINT (61 -63)
4666,4667,Southern,61.0,-63.0,31 Jan 2000,15.0,3.89,2.09,PP,2009.0,2.0,4.0,61.0,15.0,POINT (61 -63)
4667,4668,Southern,61.0,-63.0,31 Jan 2000,15.0,32.5,10.49,PP,2009.0,2.0,4.0,61.0,15.0,POINT (61 -63)
4668,4669,Southern,-58.88,-62.32,31 Jan 2000,5.0,9.36,1.21,PP,2009.0,2.0,4.0,301.12,5.0,POINT (-58.88 -62.32)
4669,4670,Southern,-55.42,-61.34,01 Feb 2000,5.0,3.94,0.97,PP,2009.0,2.0,5.0,304.58,5.0,POINT (-55.42 -61.34)
4670,4671,Southern,-60.63,-62.57,04 Feb 2000,5.0,31.05,16.76,PP,2009.0,2.0,5.0,299.37,5.0,POINT (-60.63 -62.57)
4671,4672,Southern,-62.17,-62.31,04 Feb 2000,5.0,3.5,1.77,PP,2009.0,2.0,5.0,297.83,5.0,POINT (-62.17 -62.31)
4672,4673,Southern,-58.22,-62.55,06 Feb 2000,5.0,7.19,2.74,PP,2009.0,2.0,7.0,301.78,5.0,POINT (-58.22 -62.55)
4673,4674,Southern,-56.05,-64.1,07 Feb 2000,5.0,24.09,15.15,PP,2009.0,2.0,7.0,303.95,5.0,POINT (-56.05 -64.1)
4674,4675,Southern,-60.87,-63.24,12 Feb 2000,5.0,4.1,0.6,PP,2009.0,2.0,7.0,299.13,5.0,POINT (-60.87 -63.24)
4675,4676,Southern,-63.38,-65.04,13 Feb 2000,5.0,3.44,1.61,PP,2009.0,2.0,8.0,296.62,5.0,POINT (-63.38 -65.04)
4676,4677,Southern,-60.49,-63.33,15 Feb 2000,5.0,8.51,3.42,PP,2009.0,2.0,8.0,299.51,5.0,POINT (-60.49 -63.33)
4677,4678,Southern,-59.43,-62.24,16 Feb 2000,5.0,6.04,3.09,PP,2009.0,2.0,8.0,300.57,5.0,POINT (-59.43 -62.24)
4678,4679,Southern,-69.48,-67.22,18 Feb 2000,10.0,2.55,0.64,PP,2009.0,2.0,9.0,290.52,15.0,POINT (-69.48 -67.22)
4791,4792,Southern,-58.93,-62.2,14 Feb 2005,5.0,8.07,2.79,PP,,,,301.07,5.0,POINT (-58.93 -62.2)
4792,4793,Southern,-58.93,-62.2,14 Feb 2005,20.0,5.29,2.62,PP,,,,301.07,27.5,POINT (-58.93 -62.2)
4793,4794,Southern,-58.93,-62.2,14 Feb 2005,40.0,2.91,2.79,PP,,,,301.07,45.0,POINT (-58.93 -62.2)
4794,4795,Southern,-60.57,-62.72,16 Feb 2005,5.0,7.66,3.19,PP,,,,299.43,5.0,POINT (-60.57 -62.72)
4795,4796,Southern,-60.57,-62.72,16 Feb 2005,28.0,5.35,3.52,PP,,,,299.43,45.0,POINT (-60.57 -62.72)
4796,4797,Southern,-60.57,-62.72,16 Feb 2005,60.0,2.99,2.76,PP,,,,299.43,65.0,POINT (-60.57 -62.72)
4797,4798,Southern,-60.57,-62.72,16 Feb 2005,91.0,1.08,1.43,PP,,,,299.43,117.5,POINT (-60.57 -62.72)
4798,4799,Southern,-60.64,-62.94,17 Feb 2005,5.0,16.36,4.58,PP,,,,299.36,5.0,POINT (-60.64 -62.94)
4799,4800,Southern,-60.64,-62.94,17 Feb 2005,25.0,15.71,5.36,PP,,,,299.36,27.5,POINT (-60.64 -62.94)
4800,4801,Southern,-60.64,-62.94,17 Feb 2005,50.0,10.66,5.26,PP,,,,299.36,65.0,POINT (-60.64 -62.94)
4801,4802,Southern,-59.98,-62.57,20 Feb 2005,5.0,2.98,1.89,PP,,,,300.02,5.0,POINT (-59.98 -62.57)
4802,4803,Southern,-59.98,-62.57,20 Feb 2005,20.0,3.42,1.97,PP,,,,300.02,27.5,POINT (-59.98 -62.57)
4803,4804,Southern,-59.98,-62.57,20 Feb 2005,40.0,2.02,1.64,PP,,,,300.02,45.0,POINT (-59.98 -62.57)
4804,4805,Southern,-59.98,-62.57,20 Feb 2005,60.0,1.39,0.53,PP,,,,300.02,65.0,POINT (-59.98 -62.57)
4805,4806,Southern,-70.0,-66.57,02 Mar 2005,5.0,2.11,0.62,PP,,,,290.0,5.0,POINT (-70 -66.57)
4806,4807,Southern,-70.0,-66.57,02 Mar 2005,23.0,1.13,0.64,PP,,,,290.0,27.5,POINT (-70 -66.57)
4807,4808,Southern,-70.0,-66.57,02 Mar 2005,50.0,0.64,0.34,PP,,,,290.0,65.0,POINT (-70 -66.57)
4808,4809,Southern,-70.0,-66.57,02 Mar 2005,70.0,1.52,0.14,PP,,,,290.0,87.5,POINT (-70 -66.57)
4809,4810,Southern,-69.35,-66.18,02 May 2005,5.0,2.23,0.55,PP,,,,290.65,5.0,POINT (-69.35 -66.18)
4810,4811,Southern,-69.35,-66.18,02 May 2005,30.0,1.3,0.76,PP,,,,290.65,45.0,POINT (-69.35 -66.18)
4811,4812,Southern,-69.35,-66.18,02 May 2005,51.0,1.67,0.33,PP,,,,290.65,65.0,POINT (-69.35 -66.18)
4812,4813,Southern,-69.35,-66.18,02 May 2005,67.0,0.39,0.25,PP,,,,290.65,87.5,POINT (-69.35 -66.18)
