,number,Date,cruise,Longitude,Latitude,Depth,bacteria,virus,set,year,month,day,Longitude_pos,depth_bin,geometry
1276,1277,10/9/05,KH05_2,-159.5,49.5,50.0,454389.6786,12757570.85,VB,2005,10,9,200.5,65.0,POINT (-159.5 49.5)
1277,1278,10/9/05,KH05_2,-159.5,49.5,11.0,438584.4777,10418407.56,VB,2005,10,9,200.5,15.0,POINT (-159.5 49.5)
1278,1279,10/9/05,KH05_2,-159.5,49.5,31.0,443236.205,10378668.5,VB,2005,10,9,200.5,45.0,POINT (-159.5 49.5)
1279,1280,10/9/05,KH05_2,-159.5,49.5,100.0,270576.0746,4502318.913,VB,2005,10,9,200.5,117.5,POINT (-159.5 49.5)
1280,1281,10/9/05,KH05_2,-159.5,49.5,22.0,406568.8461,10654251.01,VB,2005,10,9,200.5,27.5,POINT (-159.5 49.5)
1281,1282,10/9/05,KH05_2,-159.5,49.5,149.0,268574.18,5749183.394,VB,2005,10,9,200.5,160.0,POINT (-159.5 49.5)
1283,1284,10/9/05,KH05_2,-159.5,49.5,3.0,452890.9888,10187152.5,VB,2005,10,9,200.5,5.0,POINT (-159.5 49.5)
1284,1285,10/9/05,KH05_2,-159.5,49.5,247.0,203264.0474,3157536.467,VB,2005,10,9,200.5,310.0,POINT (-159.5 49.5)
1285,1286,10/9/05,KH05_2,-159.5,49.5,1.0,457121.298,9949473.684,VB,2005,10,9,200.5,5.0,POINT (-159.5 49.5)
1286,1287,10/9/05,KH05_2,-159.5,49.5,298.0,164233.0144,3203952.126,VB,2005,10,9,200.5,310.0,POINT (-159.5 49.5)
1299,1300,7/15/00,ARCTICSBI,-159.5,54.5,1.0,621000.0,33400000.0,VB,2000,7,15,200.5,5.0,POINT (-159.5 54.5)
1300,1301,7/15/00,ARCTICSBI,-159.5,54.5,1.0,873000.0,151000000.0,VB,2000,7,15,200.5,5.0,POINT (-159.5 54.5)
1301,1302,7/15/00,ARCTICSBI,-159.5,54.5,1.0,426000.0,16300000.0,VB,2000,7,15,200.5,5.0,POINT (-159.5 54.5)
1302,1303,7/15/00,ARCTICSBI,-159.5,54.5,1.0,433000.0,43300000.0,VB,2000,7,15,200.5,5.0,POINT (-159.5 54.5)
1303,1304,7/15/00,ARCTICSBI,-159.5,54.5,1.0,135000.0,21300000.0,VB,2000,7,15,200.5,5.0,POINT (-159.5 54.5)
1304,1305,7/15/00,ARCTICSBI,-159.5,54.5,1.0,188000.0,12500000.0,VB,2000,7,15,200.5,5.0,POINT (-159.5 54.5)
1307,1308,8/24/05,KH05_2,-159.5,7.5,74.0,589999.3345,10329826.05,VB,2005,8,24,200.5,87.5,POINT (-159.5 7.5)
1308,1309,8/24/05,KH05_2,-159.5,7.5,250.0,142389.6185,3098709.307,VB,2005,8,24,200.5,310.0,POINT (-159.5 7.5)
1309,1310,8/24/05,KH05_2,-159.5,7.5,31.0,661072.3528,12840068.77,VB,2005,8,24,200.5,45.0,POINT (-159.5 7.5)
1310,1311,8/24/05,KH05_2,-159.5,7.5,299.0,120813.7052,2303992.452,VB,2005,8,24,200.5,310.0,POINT (-159.5 7.5)
1311,1312,8/24/05,KH05_2,-159.5,7.5,199.0,139199.0108,3502266.584,VB,2005,8,24,200.5,222.5,POINT (-159.5 7.5)
1315,1316,8/24/05,KH05_2,-159.5,7.5,39.0,289321.4883,15819630.48,VB,2005,8,24,200.5,45.0,POINT (-159.5 7.5)
1316,1317,8/24/05,KH05_2,-159.5,7.5,150.0,321308.82,3721217.873,VB,2005,8,24,200.5,160.0,POINT (-159.5 7.5)
1318,1319,8/24/05,KH05_2,-159.5,7.5,5.0,493347.2597,10586938.79,VB,2005,8,24,200.5,5.0,POINT (-159.5 7.5)
1322,1323,8/24/05,KH05_2,-159.5,7.5,10.0,507755.1059,10736245.44,VB,2005,8,24,200.5,15.0,POINT (-159.5 7.5)
1324,1325,8/24/05,KH05_2,-159.5,7.5,1.0,583829.284,12958572.15,VB,2005,8,24,200.5,5.0,POINT (-159.5 7.5)
1325,1326,8/24/05,KH05_2,-159.5,7.5,20.0,534247.0427,11367714.33,VB,2005,8,24,200.5,27.5,POINT (-159.5 7.5)
1326,1327,8/24/05,KH05_2,-159.5,7.5,100.0,458759.0628,7105660.997,VB,2005,8,24,200.5,117.5,POINT (-159.5 7.5)
1328,1329,7/5/11,STRATIPHYT2,-16.5,52.5,99.913,600000.0,6770000.0,VB,2011,7,5,343.5,117.5,POINT (-16.5 52.5)
1329,1330,7/5/11,STRATIPHYT2,-16.5,52.5,25.31966667,632000.0,6240000.0,VB,2011,7,5,343.5,27.5,POINT (-16.5 52.5)
1330,1331,7/5/11,STRATIPHYT2,-16.5,52.5,49.090875,629000.0,5130000.0,VB,2011,7,5,343.5,65.0,POINT (-16.5 52.5)
1331,1332,7/5/11,STRATIPHYT2,-16.5,52.5,150.1443333,425000.0,6120000.0,VB,2011,7,5,343.5,160.0,POINT (-16.5 52.5)
1332,1333,8/5/11,STRATIPHYT2,-16.5,54.5,206.3935,274000.0,4100000.0,VB,2011,8,5,343.5,222.5,POINT (-16.5 54.5)
1336,1337,8/19/05,KH05_2,-160.5,-10.5,298.0,72888.15563,1747937.922,VB,2005,8,19,199.5,310.0,POINT (-160.5 -10.5)
1337,1338,8/19/05,KH05_2,-160.5,-10.5,11.0,267698.9853,12078246.89,VB,2005,8,19,199.5,15.0,POINT (-160.5 -10.5)
1338,1339,8/19/05,KH05_2,-160.5,-10.5,148.0,155229.9236,8184882.891,VB,2005,8,19,199.5,160.0,POINT (-160.5 -10.5)
1340,1341,8/19/05,KH05_2,-160.5,-10.5,42.0,432798.8008,10958651.56,VB,2005,8,19,199.5,45.0,POINT (-160.5 -10.5)
1341,1342,8/19/05,KH05_2,-160.5,-10.5,5.0,261957.3292,10124507.33,VB,2005,8,19,199.5,5.0,POINT (-160.5 -10.5)
1342,1343,8/19/05,KH05_2,-160.5,-10.5,51.0,127357.9702,10109665.07,VB,2005,8,19,199.5,65.0,POINT (-160.5 -10.5)
1343,1344,8/19/05,KH05_2,-160.5,-10.5,20.0,353754.9172,13424398.09,VB,2005,8,19,199.5,27.5,POINT (-160.5 -10.5)
1344,1345,8/19/05,KH05_2,-160.5,-10.5,100.0,110707.7804,10637981.75,VB,2005,8,19,199.5,117.5,POINT (-160.5 -10.5)
1346,1347,8/19/05,KH05_2,-160.5,-10.5,75.0,248277.7742,11776696.65,VB,2005,8,19,199.5,87.5,POINT (-160.5 -10.5)
1348,1349,8/19/05,KH05_2,-160.5,-10.5,248.0,90707.78394,2133017.644,VB,2005,8,19,199.5,310.0,POINT (-160.5 -10.5)
1351,1352,8/19/05,KH05_2,-160.5,-10.5,200.0,110411.6945,4780346.143,VB,2005,8,19,199.5,222.5,POINT (-160.5 -10.5)
1356,1357,8/19/05,KH05_2,-160.5,-10.5,1.0,203930.3755,11410970.33,VB,2005,8,19,199.5,5.0,POINT (-160.5 -10.5)
1357,1358,8/19/05,KH05_2,-160.5,-10.5,30.0,419706.2443,10791632.54,VB,2005,8,19,199.5,45.0,POINT (-160.5 -10.5)
1360,1361,8/21/05,KH05_2,-160.5,-4.5,1.0,687164.2085,12530055.14,VB,2005,8,21,199.5,5.0,POINT (-160.5 -4.5)
1362,1363,8/21/05,KH05_2,-160.5,-4.5,299.0,105618.3761,1739217.274,VB,2005,8,21,199.5,310.0,POINT (-160.5 -4.5)
1364,1365,8/21/05,KH05_2,-160.5,-4.5,6.0,629957.013,12224131.61,VB,2005,8,21,199.5,15.0,POINT (-160.5 -4.5)
1367,1368,8/21/05,KH05_2,-160.5,-4.5,75.0,348778.7125,10627143.16,VB,2005,8,21,199.5,87.5,POINT (-160.5 -4.5)
1370,1371,8/21/05,KH05_2,-160.5,-4.5,21.0,650088.5473,11877518.74,VB,2005,8,21,199.5,27.5,POINT (-160.5 -4.5)
1371,1372,8/21/05,KH05_2,-160.5,-4.5,31.0,659642.7831,11219707.8,VB,2005,8,21,199.5,45.0,POINT (-160.5 -4.5)
1373,1374,8/21/05,KH05_2,-160.5,-4.5,150.0,321359.1377,7871829.223,VB,2005,8,21,199.5,160.0,POINT (-160.5 -4.5)
1374,1375,8/21/05,KH05_2,-160.5,-4.5,249.0,138140.3761,2532744.449,VB,2005,8,21,199.5,310.0,POINT (-160.5 -4.5)
1375,1376,8/21/05,KH05_2,-160.5,-4.5,198.0,132357.3412,2671524.966,VB,2005,8,21,199.5,222.5,POINT (-160.5 -4.5)
1378,1379,8/21/05,KH05_2,-160.5,-4.5,41.0,627665.1141,10726914.72,VB,2005,8,21,199.5,45.0,POINT (-160.5 -4.5)
1379,1380,8/21/05,KH05_2,-160.5,-4.5,49.0,658225.1286,10864753.96,VB,2005,8,21,199.5,65.0,POINT (-160.5 -4.5)
1380,1381,8/21/05,KH05_2,-160.5,-4.5,100.0,479374.8512,9342559.755,VB,2005,8,21,199.5,117.5,POINT (-160.5 -4.5)
1381,1382,8/21/05,KH05_2,-160.5,-4.5,10.0,700761.5866,11209158.71,VB,2005,8,21,199.5,15.0,POINT (-160.5 -4.5)
1389,1390,8/22/05,KH05_2,-160.5,0.5,75.0,449965.6191,6229109.04,VB,2005,8,22,199.5,87.5,POINT (-160.5 0.5)
1391,1392,8/22/05,KH05_2,-160.5,0.5,50.0,484988.431,7118181.599,VB,2005,8,22,199.5,65.0,POINT (-160.5 0.5)
1392,1393,8/22/05,KH05_2,-160.5,0.5,199.0,173211.8931,2913274.621,VB,2005,8,22,199.5,222.5,POINT (-160.5 0.5)
1393,1394,8/22/05,KH05_2,-160.5,0.5,20.0,912500.3245,9542544.316,VB,2005,8,22,199.5,27.5,POINT (-160.5 0.5)
1394,1395,8/22/05,KH05_2,-160.5,0.5,4.0,973950.3366,8423772.644,VB,2005,8,22,199.5,5.0,POINT (-160.5 0.5)
1395,1396,8/22/05,KH05_2,-160.5,0.5,249.0,226917.5538,2161239.836,VB,2005,8,22,199.5,310.0,POINT (-160.5 0.5)
1398,1399,8/22/05,KH05_2,-160.5,0.5,29.0,906722.3452,7368825.507,VB,2005,8,22,199.5,45.0,POINT (-160.5 0.5)
1400,1401,8/22/05,KH05_2,-160.5,0.5,149.0,278701.4493,3722442.215,VB,2005,8,22,199.5,160.0,POINT (-160.5 0.5)
1401,1402,8/22/05,KH05_2,-160.5,0.5,100.0,262585.5374,5158073.878,VB,2005,8,22,199.5,117.5,POINT (-160.5 0.5)
1402,1403,8/22/05,KH05_2,-160.5,0.5,9.0,893017.6823,7985959.073,VB,2005,8,22,199.5,15.0,POINT (-160.5 0.5)
1404,1405,8/22/05,KH05_2,-160.5,0.5,39.0,850496.0702,6989008.241,VB,2005,8,22,199.5,45.0,POINT (-160.5 0.5)
1405,1406,8/22/05,KH05_2,-160.5,0.5,1.0,874621.9493,8107778.788,VB,2005,8,22,199.5,5.0,POINT (-160.5 0.5)
1406,1407,8/22/05,KH05_2,-160.5,0.5,299.0,155354.1662,2093409.248,VB,2005,8,22,199.5,310.0,POINT (-160.5 0.5)
1411,1412,8/24/05,KH05_2,-160.5,10.5,40.0,471574.2624,6283018.208,VB,2005,8,24,199.5,45.0,POINT (-160.5 10.5)
1412,1413,8/24/05,KH05_2,-160.5,10.5,4.0,447282.9999,4658032.919,VB,2005,8,24,199.5,5.0,POINT (-160.5 10.5)
1413,1414,8/24/05,KH05_2,-160.5,10.5,149.0,138551.6061,3851350.711,VB,2005,8,24,199.5,160.0,POINT (-160.5 10.5)
1414,1415,8/24/05,KH05_2,-160.5,10.5,298.0,87208.36979,2488916.546,VB,2005,8,24,199.5,310.0,POINT (-160.5 10.5)
1415,1416,8/24/05,KH05_2,-160.5,10.5,30.0,467425.748,5313159.587,VB,2005,8,24,199.5,45.0,POINT (-160.5 10.5)
1416,1417,8/24/05,KH05_2,-160.5,10.5,100.0,266351.667,14501108.96,VB,2005,8,24,199.5,117.5,POINT (-160.5 10.5)
1418,1419,8/24/05,KH05_2,-160.5,10.5,20.0,418772.7666,4332164.296,VB,2005,8,24,199.5,27.5,POINT (-160.5 10.5)
1421,1422,8/24/05,KH05_2,-160.5,10.5,75.0,391761.3609,14400665.16,VB,2005,8,24,199.5,87.5,POINT (-160.5 10.5)
1422,1423,8/24/05,KH05_2,-160.5,10.5,49.0,535963.7232,9441717.433,VB,2005,8,24,199.5,65.0,POINT (-160.5 10.5)
1423,1424,8/24/05,KH05_2,-160.5,10.5,200.0,123146.2403,3245612.75,VB,2005,8,24,199.5,222.5,POINT (-160.5 10.5)
1425,1426,8/24/05,KH05_2,-160.5,10.5,249.0,93237.65227,2503849.082,VB,2005,8,24,199.5,310.0,POINT (-160.5 10.5)
1429,1430,8/24/05,KH05_2,-160.5,10.5,10.0,461634.8308,4725337.137,VB,2005,8,24,199.5,15.0,POINT (-160.5 10.5)
1434,1435,8/24/05,KH05_2,-160.5,10.5,1.0,440678.5535,6843241.086,VB,2005,8,24,199.5,5.0,POINT (-160.5 10.5)
1438,1439,8/26/05,KH05_2,-160.5,15.5,199.0,171040.7732,4856398.298,VB,2005,8,26,199.5,222.5,POINT (-160.5 15.5)
1439,1440,8/26/05,KH05_2,-160.5,15.5,99.0,315941.6164,9903289.232,VB,2005,8,26,199.5,117.5,POINT (-160.5 15.5)
1443,1444,8/26/05,KH05_2,-160.5,15.5,39.0,535378.3065,4977504.321,VB,2005,8,26,199.5,45.0,POINT (-160.5 15.5)
1445,1446,8/26/05,KH05_2,-160.5,15.5,50.0,426606.7357,6272730.904,VB,2005,8,26,199.5,65.0,POINT (-160.5 15.5)
1446,1447,8/26/05,KH05_2,-160.5,15.5,74.0,424347.9256,8748206.472,VB,2005,8,26,199.5,87.5,POINT (-160.5 15.5)
1447,1448,8/26/05,KH05_2,-160.5,15.5,30.0,547084.5905,5542821.628,VB,2005,8,26,199.5,45.0,POINT (-160.5 15.5)
1450,1451,8/26/05,KH05_2,-160.5,15.5,149.0,183959.5862,8288047.355,VB,2005,8,26,199.5,160.0,POINT (-160.5 15.5)
1453,1454,8/26/05,KH05_2,-160.5,15.5,10.0,537242.0051,6080551.075,VB,2005,8,26,199.5,15.0,POINT (-160.5 15.5)
1454,1455,8/26/05,KH05_2,-160.5,15.5,300.0,95936.04241,2622817.799,VB,2005,8,26,199.5,310.0,POINT (-160.5 15.5)
1456,1457,8/26/05,KH05_2,-160.5,15.5,5.0,524302.5378,5190725.737,VB,2005,8,26,199.5,5.0,POINT (-160.5 15.5)
1457,1458,8/26/05,KH05_2,-160.5,15.5,251.0,131229.0781,2251334.197,VB,2005,8,26,199.5,310.0,POINT (-160.5 15.5)
1458,1459,8/26/05,KH05_2,-160.5,15.5,19.0,535673.625,5508687.497,VB,2005,8,26,199.5,27.5,POINT (-160.5 15.5)
1460,1461,8/26/05,KH05_2,-160.5,15.5,1.0,648080.0351,8093997.163,VB,2005,8,26,199.5,5.0,POINT (-160.5 15.5)
1464,1465,8/27/05,KH05_2,-160.5,19.5,248.0,121504.8358,3275205.989,VB,2005,8,27,199.5,310.0,POINT (-160.5 19.5)
1466,1467,8/27/05,KH05_2,-160.5,19.5,199.0,138839.0325,4562200.71,VB,2005,8,27,199.5,222.5,POINT (-160.5 19.5)
1467,1468,8/27/05,KH05_2,-160.5,19.5,20.0,469819.7141,5850149.468,VB,2005,8,27,199.5,27.5,POINT (-160.5 19.5)
1468,1469,8/27/05,KH05_2,-160.5,19.5,10.0,426339.978,5617841.673,VB,2005,8,27,199.5,15.0,POINT (-160.5 19.5)
1469,1470,8/27/05,KH05_2,-160.5,19.5,299.0,101421.3243,2695629.048,VB,2005,8,27,199.5,310.0,POINT (-160.5 19.5)
1470,1471,8/27/05,KH05_2,-160.5,19.5,5.0,410108.9595,5409384.782,VB,2005,8,27,199.5,5.0,POINT (-160.5 19.5)
1472,1473,8/27/05,KH05_2,-160.5,19.5,149.0,224704.4092,5830114.709,VB,2005,8,27,199.5,160.0,POINT (-160.5 19.5)
1473,1474,8/27/05,KH05_2,-160.5,19.5,30.0,522645.162,7230639.728,VB,2005,8,27,199.5,45.0,POINT (-160.5 19.5)
1474,1475,8/27/05,KH05_2,-160.5,19.5,40.0,500825.7563,11128012.18,VB,2005,8,27,199.5,45.0,POINT (-160.5 19.5)
1475,1476,8/27/05,KH05_2,-160.5,19.5,1.0,440528.8505,8736680.959,VB,2005,8,27,199.5,5.0,POINT (-160.5 19.5)
1477,1478,8/27/05,KH05_2,-160.5,19.5,99.0,337206.6282,9334766.384,VB,2005,8,27,199.5,117.5,POINT (-160.5 19.5)
1478,1479,8/27/05,KH05_2,-160.5,19.5,75.0,345697.5287,10988587.99,VB,2005,8,27,199.5,87.5,POINT (-160.5 19.5)
1489,1490,4/9/05,KH05_2,-160.5,26.5,20.0,367187.8025,3581974.145,VB,2005,4,9,199.5,27.5,POINT (-160.5 26.5)
1490,1491,4/9/05,KH05_2,-160.5,26.5,74.0,199981.1134,7035570.721,VB,2005,4,9,199.5,87.5,POINT (-160.5 26.5)
1493,1494,4/9/05,KH05_2,-160.5,26.5,298.0,92874.31227,1397797.601,VB,2005,4,9,199.5,310.0,POINT (-160.5 26.5)
1496,1497,4/9/05,KH05_2,-160.5,26.5,5.0,381263.0237,2119715.073,VB,2005,4,9,199.5,5.0,POINT (-160.5 26.5)
1498,1499,4/9/05,KH05_2,-160.5,26.5,10.0,325012.4136,2434974.553,VB,2005,4,9,199.5,15.0,POINT (-160.5 26.5)
1499,1500,4/9/05,KH05_2,-160.5,26.5,30.0,364230.2361,4094284.633,VB,2005,4,9,199.5,45.0,POINT (-160.5 26.5)
1501,1502,4/9/05,KH05_2,-160.5,26.5,40.0,399724.094,8774666.861,VB,2005,4,9,199.5,45.0,POINT (-160.5 26.5)
1503,1504,4/9/05,KH05_2,-160.5,26.5,248.0,94776.22071,1488093.069,VB,2005,4,9,199.5,310.0,POINT (-160.5 26.5)
1505,1506,4/9/05,KH05_2,-160.5,26.5,198.0,124329.1125,1925313.228,VB,2005,4,9,199.5,222.5,POINT (-160.5 26.5)
1507,1508,4/9/05,KH05_2,-160.5,26.5,149.0,135941.1708,2545955.162,VB,2005,4,9,199.5,160.0,POINT (-160.5 26.5)
1509,1510,6/9/05,KH05_2,-160.5,34.5,1.0,610252.9888,13317970.13,VB,2005,6,9,199.5,5.0,POINT (-160.5 34.5)
1511,1512,6/9/05,KH05_2,-160.5,34.5,197.0,185263.1111,5118905.608,VB,2005,6,9,199.5,222.5,POINT (-160.5 34.5)
1514,1515,6/9/05,KH05_2,-160.5,34.5,148.0,197461.9619,5182494.497,VB,2005,6,9,199.5,160.0,POINT (-160.5 34.5)
1515,1516,6/9/05,KH05_2,-160.5,34.5,100.0,260824.777,6694230.362,VB,2005,6,9,199.5,117.5,POINT (-160.5 34.5)
1516,1517,6/9/05,KH05_2,-160.5,34.5,74.0,461117.8112,18204219.73,VB,2005,6,9,199.5,87.5,POINT (-160.5 34.5)
1517,1518,6/9/05,KH05_2,-160.5,34.5,40.0,597481.6874,24876624.35,VB,2005,6,9,199.5,45.0,POINT (-160.5 34.5)
1518,1519,6/9/05,KH05_2,-160.5,34.5,50.0,649420.8639,29939145.63,VB,2005,6,9,199.5,65.0,POINT (-160.5 34.5)
1519,1520,6/9/05,KH05_2,-160.5,34.5,20.0,645669.8982,14564926.25,VB,2005,6,9,199.5,27.5,POINT (-160.5 34.5)
1520,1521,6/9/05,KH05_2,-160.5,34.5,248.0,164428.0936,2132027.485,VB,2005,6,9,199.5,310.0,POINT (-160.5 34.5)
1522,1523,6/9/05,KH05_2,-160.5,34.5,9.0,435576.7066,12353786.29,VB,2005,6,9,199.5,15.0,POINT (-160.5 34.5)
1523,1524,6/9/05,KH05_2,-160.5,34.5,298.0,158355.8528,2629940.488,VB,2005,6,9,199.5,310.0,POINT (-160.5 34.5)
1524,1525,12/9/05,KH05_2,-160.5,53.5,248.0,177417.1975,2436715.644,VB,2005,12,9,199.5,310.0,POINT (-160.5 53.5)
1526,1527,12/9/05,KH05_2,-160.5,53.5,1.0,1211184.615,30728044.87,VB,2005,12,9,199.5,5.0,POINT (-160.5 53.5)
1527,1528,12/9/05,KH05_2,-160.5,53.5,99.0,330404.2969,4320968.021,VB,2005,12,9,199.5,117.5,POINT (-160.5 53.5)
1528,1529,12/9/05,KH05_2,-160.5,53.5,4.0,1930618.421,24857051.28,VB,2005,12,9,199.5,5.0,POINT (-160.5 53.5)
1530,1531,12/9/05,KH05_2,-160.5,53.5,40.0,354802.9661,9222275.286,VB,2005,12,9,199.5,45.0,POINT (-160.5 53.5)
1533,1534,12/9/05,KH05_2,-160.5,53.5,149.0,296257.9225,3589248.055,VB,2005,12,9,199.5,160.0,POINT (-160.5 53.5)
1534,1535,12/9/05,KH05_2,-160.5,53.5,49.0,282795.2962,7402524.305,VB,2005,12,9,199.5,65.0,POINT (-160.5 53.5)
1535,1536,12/9/05,KH05_2,-160.5,53.5,199.0,218333.5987,3921901.469,VB,2005,12,9,199.5,222.5,POINT (-160.5 53.5)
1536,1537,12/9/05,KH05_2,-160.5,53.5,10.0,1901315.789,23993429.49,VB,2005,12,9,199.5,15.0,POINT (-160.5 53.5)
1540,1541,12/9/05,KH05_2,-160.5,53.5,74.0,297698.0287,7282483.37,VB,2005,12,9,199.5,87.5,POINT (-160.5 53.5)
1541,1542,12/9/05,KH05_2,-160.5,53.5,28.0,632887.5969,12357692.31,VB,2005,12,9,199.5,45.0,POINT (-160.5 53.5)
1542,1543,12/9/05,KH05_2,-160.5,53.5,20.0,1542229.592,21958333.33,VB,2005,12,9,199.5,27.5,POINT (-160.5 53.5)
1548,1549,12/9/05,KH05_2,-160.5,53.5,296.0,150049.3631,2253932.584,VB,2005,12,9,199.5,310.0,POINT (-160.5 53.5)
1551,1552,7/16/00,ARCTICSBI,-165.5,54.5,1.0,708000.0,55400000.0,VB,2000,7,16,194.5,5.0,POINT (-165.5 54.5)
1552,1553,7/16/00,ARCTICSBI,-165.5,54.5,1.0,367000.0,48400000.0,VB,2000,7,16,194.5,5.0,POINT (-165.5 54.5)
1553,1554,7/16/00,ARCTICSBI,-165.5,54.5,1.0,371000.0,56900000.0,VB,2000,7,16,194.5,5.0,POINT (-165.5 54.5)
1554,1555,7/16/00,ARCTICSBI,-165.5,54.5,1.0,205000.0,37900000.0,VB,2000,7,16,194.5,5.0,POINT (-165.5 54.5)
1555,1556,7/16/00,ARCTICSBI,-165.5,54.5,1.0,214000.0,30100000.0,VB,2000,7,16,194.5,5.0,POINT (-165.5 54.5)
1556,1557,7/16/00,ARCTICSBI,-165.5,54.5,1.0,717000.0,64100000.0,VB,2000,7,16,194.5,5.0,POINT (-165.5 54.5)
1557,1558,7/22/00,ARCTICSBI,-166.5,69.5,1.0,753000.0,31800000.0,VB,2000,7,22,193.5,5.0,POINT (-166.5 69.5)
1558,1559,7/22/00,ARCTICSBI,-166.5,69.5,1.0,531000.0,27100000.0,VB,2000,7,22,193.5,5.0,POINT (-166.5 69.5)
1559,1560,7/22/00,ARCTICSBI,-166.5,69.5,1.0,1200000.0,72300000.0,VB,2000,7,22,193.5,5.0,POINT (-166.5 69.5)
1560,1561,7/22/00,ARCTICSBI,-166.5,69.5,1.0,348000.0,64100000.0,VB,2000,7,22,193.5,5.0,POINT (-166.5 69.5)
1561,1562,7/22/00,ARCTICSBI,-166.5,69.5,1.0,435000.0,59400000.0,VB,2000,7,22,193.5,5.0,POINT (-166.5 69.5)
1562,1563,7/22/00,ARCTICSBI,-166.5,69.5,1.0,1200000.0,72300000.0,VB,2000,7,22,193.5,5.0,POINT (-166.5 69.5)
1563,1564,7/22/00,ARCTICSBI,-166.5,69.5,1.0,753000.0,31800000.0,VB,2000,7,22,193.5,5.0,POINT (-166.5 69.5)
1564,1565,7/22/00,ARCTICSBI,-166.5,69.5,1.0,531000.0,27100000.0,VB,2000,7,22,193.5,5.0,POINT (-166.5 69.5)
1565,1566,7/22/00,ARCTICSBI,-166.5,69.5,1.0,348000.0,64100000.0,VB,2000,7,22,193.5,5.0,POINT (-166.5 69.5)
1566,1567,7/22/00,ARCTICSBI,-166.5,69.5,1.0,435000.0,59400000.0,VB,2000,7,22,193.5,5.0,POINT (-166.5 69.5)
1567,1568,7/19/00,ARCTICSBI,-168.5,64.5,1.0,546000.0,51000000.0,VB,2000,7,19,191.5,5.0,POINT (-168.5 64.5)
1568,1569,7/19/00,ARCTICSBI,-168.5,64.5,1.0,522000.0,50900000.0,VB,2000,7,19,191.5,5.0,POINT (-168.5 64.5)
1569,1570,7/19/00,ARCTICSBI,-168.5,64.5,1.0,240000.0,50700000.0,VB,2000,7,19,191.5,5.0,POINT (-168.5 64.5)
1570,1571,7/19/00,ARCTICSBI,-168.5,64.5,1.0,693000.0,115000000.0,VB,2000,7,19,191.5,5.0,POINT (-168.5 64.5)
1571,1572,7/19/00,ARCTICSBI,-168.5,64.5,1.0,542000.0,87100000.0,VB,2000,7,19,191.5,5.0,POINT (-168.5 64.5)
1572,1573,7/19/00,ARCTICSBI,-168.5,64.5,1.0,187000.0,150000000.0,VB,2000,7,19,191.5,5.0,POINT (-168.5 64.5)
1573,1574,7/21/00,ARCTICSBI,-168.5,67.5,1.0,361000.0,49800000.0,VB,2000,7,21,191.5,5.0,POINT (-168.5 67.5)
1574,1575,7/22/00,ARCTICSBI,-168.5,67.5,1.0,425000.0,80000000.0,VB,2000,7,22,191.5,5.0,POINT (-168.5 67.5)
1575,1576,7/22/00,ARCTICSBI,-168.5,67.5,1.0,714000.0,131000000.0,VB,2000,7,22,191.5,5.0,POINT (-168.5 67.5)
1576,1577,7/21/00,ARCTICSBI,-168.5,67.5,1.0,287000.0,63000000.0,VB,2000,7,21,191.5,5.0,POINT (-168.5 67.5)
1577,1578,7/21/00,ARCTICSBI,-168.5,67.5,1.0,321000.0,144000000.0,VB,2000,7,21,191.5,5.0,POINT (-168.5 67.5)
1578,1579,7/21/00,ARCTICSBI,-168.5,67.5,1.0,254000.0,64000000.0,VB,2000,7,21,191.5,5.0,POINT (-168.5 67.5)
1579,1580,7/21/00,ARCTICSBI,-168.5,67.5,1.0,164000.0,24200000.0,VB,2000,7,21,191.5,5.0,POINT (-168.5 67.5)
1580,1581,7/21/00,ARCTICSBI,-168.5,67.5,1.0,283000.0,58400000.0,VB,2000,7,21,191.5,5.0,POINT (-168.5 67.5)
1581,1582,7/21/00,ARCTICSBI,-168.5,67.5,1.0,405000.0,68500000.0,VB,2000,7,21,191.5,5.0,POINT (-168.5 67.5)
1582,1583,7/22/00,ARCTICSBI,-168.5,67.5,1.0,528000.0,73200000.0,VB,2000,7,22,191.5,5.0,POINT (-168.5 67.5)
1583,1584,7/22/00,ARCTICSBI,-168.5,67.5,1.0,613000.0,41700000.0,VB,2000,7,22,191.5,5.0,POINT (-168.5 67.5)
1584,1585,7/21/00,ARCTICSBI,-168.5,67.5,1.0,469000.0,45900000.0,VB,2000,7,21,191.5,5.0,POINT (-168.5 67.5)
1585,1586,7/21/00,ARCTICSBI,-168.5,67.5,1.0,528000.0,51500000.0,VB,2000,7,21,191.5,5.0,POINT (-168.5 67.5)
1586,1587,7/22/00,ARCTICSBI,-168.5,67.5,1.0,376000.0,137000000.0,VB,2000,7,22,191.5,5.0,POINT (-168.5 67.5)
1587,1588,7/22/00,ARCTICSBI,-168.5,67.5,1.0,391000.0,68300000.0,VB,2000,7,22,191.5,5.0,POINT (-168.5 67.5)
1588,1589,7/21/00,ARCTICSBI,-168.5,67.5,1.0,279000.0,82000000.0,VB,2000,7,21,191.5,5.0,POINT (-168.5 67.5)
1589,1590,7/22/00,ARCTICSBI,-168.5,67.5,1.0,579000.0,116000000.0,VB,2000,7,22,191.5,5.0,POINT (-168.5 67.5)
