,number,Date,cruise,Longitude,Latitude,Depth,bacteria,virus,set,year,month,day,Longitude_pos,depth_bin,geometry
5052,5053,9/11/06,MOVE,-76.5,37.5,1.5,3950000.0,139000000.0,VB,2006,9,11,283.5,5.0,POINT (-76.5 37.5)
5053,5054,8/31/04,MOVE,-76.5,37.5,1.5,9940000.0,121000000.0,VB,2004,8,31,283.5,5.0,POINT (-76.5 37.5)
5054,5055,10/27/04,MOVE,-76.5,37.5,1.5,4090000.0,90400000.0,VB,2004,10,27,283.5,5.0,POINT (-76.5 37.5)
5055,5056,7/14/04,MOVE,-76.5,37.5,1.5,6870000.0,129000000.0,VB,2004,7,14,283.5,5.0,POINT (-76.5 37.5)
5056,5057,9/28/02,MOVE,-76.5,37.5,1.5,6020000.0,62500000.0,VB,2002,9,28,283.5,5.0,POINT (-76.5 37.5)
5057,5058,3/6/03,MOVE,-76.5,37.5,1.5,5730000.0,193000000.0,VB,2003,3,6,283.5,5.0,POINT (-76.5 37.5)
5058,5059,9/10/03,MOVE,-76.5,37.5,1.5,7960000.0,91600000.0,VB,2003,9,10,283.5,5.0,POINT (-76.5 37.5)
5059,5060,8/5/04,MOVE,-76.5,37.5,1.5,3280000.0,114000000.0,VB,2004,8,5,283.5,5.0,POINT (-76.5 37.5)
5060,5061,7/19/06,MOVE,-76.5,37.5,1.5,3700000.0,153000000.0,VB,2006,7,19,283.5,5.0,POINT (-76.5 37.5)
5061,5062,8/13/05,MOVE,-76.5,37.5,1.5,6210000.0,161000000.0,VB,2005,8,13,283.5,5.0,POINT (-76.5 37.5)
5062,5063,8/6/04,MOVE,-76.5,37.5,1.5,3050000.0,70500000.0,VB,2004,8,6,283.5,5.0,POINT (-76.5 37.5)
5063,5064,6/30/03,MOVE,-76.5,37.5,1.5,9800000.0,202000000.0,VB,2003,6,30,283.5,5.0,POINT (-76.5 37.5)
5064,5065,8/2/05,MOVE,-76.5,37.5,1.5,1570000.0,66800000.0,VB,2005,8,2,283.5,5.0,POINT (-76.5 37.5)
5065,5066,7/14/05,MOVE,-76.5,37.5,1.5,15600000.0,215000000.0,VB,2005,7,14,283.5,5.0,POINT (-76.5 37.5)
5066,5067,9/4/03,MOVE,-76.5,37.5,1.5,3000000.0,82400000.0,VB,2003,9,4,283.5,5.0,POINT (-76.5 37.5)
5067,5068,2/4/06,MOVE,-76.5,37.5,1.5,2430000.0,162000000.0,VB,2006,2,4,283.5,5.0,POINT (-76.5 37.5)
5068,5069,5/26/05,MOVE,-76.5,37.5,1.5,3940000.0,129000000.0,VB,2005,5,26,283.5,5.0,POINT (-76.5 37.5)
5069,5070,3/22/04,MOVE,-76.5,37.5,1.5,5670000.0,135000000.0,VB,2004,3,22,283.5,5.0,POINT (-76.5 37.5)
5070,5071,2/18/07,MOVE,-76.5,37.5,1.5,2110000.0,174000000.0,VB,2007,2,18,283.5,5.0,POINT (-76.5 37.5)
5071,5072,6/14/06,MOVE,-76.5,37.5,1.5,7230000.0,226000000.0,VB,2006,6,14,283.5,5.0,POINT (-76.5 37.5)
5072,5073,5/25/05,MOVE,-76.5,38.5,1.5,3770000.0,115000000.0,VB,2005,5,25,283.5,5.0,POINT (-76.5 38.5)
5073,5074,8/22/03,MOVE,-76.5,38.5,1.5,9200000.0,203000000.0,VB,2003,8,22,283.5,5.0,POINT (-76.5 38.5)
5074,5075,7/15/06,MOVE,-76.5,38.5,1.5,13500000.0,258000000.0,VB,2006,7,15,283.5,5.0,POINT (-76.5 38.5)
5075,5076,1/9/04,MOVE,-76.5,38.5,1.5,4410000.0,118000000.0,VB,2004,1,9,283.5,5.0,POINT (-76.5 38.5)
5076,5077,3/21/04,MOVE,-76.5,38.5,1.5,3350000.0,137000000.0,VB,2004,3,21,283.5,5.0,POINT (-76.5 38.5)
5077,5078,7/13/04,MOVE,-76.5,38.5,1.5,4620000.0,103000000.0,VB,2004,7,13,283.5,5.0,POINT (-76.5 38.5)
5078,5079,12/2/04,MOVE,-76.5,38.5,1.5,1930000.0,76900000.0,VB,2004,12,2,283.5,5.0,POINT (-76.5 38.5)
5079,5080,7/13/05,MOVE,-76.5,38.5,1.5,12100000.0,147000000.0,VB,2005,7,13,283.5,5.0,POINT (-76.5 38.5)
5080,5081,8/30/04,MOVE,-76.5,38.5,1.5,4140000.0,87600000.0,VB,2004,8,30,283.5,5.0,POINT (-76.5 38.5)
5081,5082,7/14/06,MOVE,-76.5,38.5,1.5,10200000.0,160000000.0,VB,2006,7,14,283.5,5.0,POINT (-76.5 38.5)
5082,5083,3/3/03,MOVE,-76.5,38.5,1.5,3460000.0,43000000.0,VB,2003,3,3,283.5,5.0,POINT (-76.5 38.5)
5083,5084,10/10/03,MOVE,-76.5,38.5,1.5,6970000.0,238000000.0,VB,2003,10,10,283.5,5.0,POINT (-76.5 38.5)
5084,5085,4/3/03,MOVE,-76.5,38.5,1.5,1170000.0,89800000.0,VB,2003,4,3,283.5,5.0,POINT (-76.5 38.5)
5085,5086,9/6/04,MOVE,-76.5,38.5,1.5,2720000.0,69000000.0,VB,2004,9,6,283.5,5.0,POINT (-76.5 38.5)
5086,5087,8/16/05,MOVE,-76.5,38.5,1.5,12100000.0,100000000.0,VB,2005,8,16,283.5,5.0,POINT (-76.5 38.5)
5087,5088,1/7/03,MOVE,-76.5,38.5,1.5,13200000.0,66900000.0,VB,2003,1,7,283.5,5.0,POINT (-76.5 38.5)
5088,5089,3/23/04,MOVE,-76.5,38.5,1.5,1910000.0,81400000.0,VB,2004,3,23,283.5,5.0,POINT (-76.5 38.5)
5089,5090,8/11/06,MOVE,-76.5,38.5,1.5,3220000.0,159000000.0,VB,2006,8,11,283.5,5.0,POINT (-76.5 38.5)
5090,5091,1/7/03,MOVE,-76.5,38.5,1.5,15600000.0,341000000.0,VB,2003,1,7,283.5,5.0,POINT (-76.5 38.5)
5091,5092,3/3/03,MOVE,-76.5,38.5,1.5,2170000.0,206000000.0,VB,2003,3,3,283.5,5.0,POINT (-76.5 38.5)
5092,5093,8/11/06,MOVE,-76.5,38.5,1.5,6530000.0,195000000.0,VB,2006,8,11,283.5,5.0,POINT (-76.5 38.5)
5093,5094,9/5/04,MOVE,-76.5,38.5,1.5,3180000.0,96500000.0,VB,2004,9,5,283.5,5.0,POINT (-76.5 38.5)
5094,5095,2/7/03,MOVE,-76.5,38.5,1.5,13800000.0,158000000.0,VB,2003,2,7,283.5,5.0,POINT (-76.5 38.5)
5095,5096,10/10/03,MOVE,-76.5,38.5,1.5,8860000.0,294000000.0,VB,2003,10,10,283.5,5.0,POINT (-76.5 38.5)
5096,5097,1/4/06,MOVE,-76.5,38.5,1.5,2390000.0,79500000.0,VB,2006,1,4,283.5,5.0,POINT (-76.5 38.5)
5097,5098,6/10/05,MOVE,-76.5,38.5,1.5,6760000.0,590000000.0,VB,2005,6,10,283.5,5.0,POINT (-76.5 38.5)
5098,5099,12/7/04,MOVE,-76.5,38.5,1.5,6900000.0,128000000.0,VB,2004,12,7,283.5,5.0,POINT (-76.5 38.5)
5099,5100,7/15/05,MOVE,-76.5,38.5,1.5,16700000.0,213000000.0,VB,2005,7,15,283.5,5.0,POINT (-76.5 38.5)
5100,5101,6/16/06,MOVE,-76.5,38.5,1.5,13200000.0,246000000.0,VB,2006,6,16,283.5,5.0,POINT (-76.5 38.5)
5101,5102,8/4/03,MOVE,-76.5,38.5,1.5,4110000.0,82900000.0,VB,2003,8,4,283.5,5.0,POINT (-76.5 38.5)
5102,5103,2/19/07,MOVE,-76.5,38.5,1.5,2660000.0,139000000.0,VB,2007,2,19,283.5,5.0,POINT (-76.5 38.5)
5103,5104,8/10/05,MOVE,-76.5,38.5,1.5,5050000.0,167000000.0,VB,2005,8,10,283.5,5.0,POINT (-76.5 38.5)
5104,5105,1/6/03,MOVE,-76.5,38.5,1.5,10300000.0,249000000.0,VB,2003,1,6,283.5,5.0,POINT (-76.5 38.5)
5105,5106,10/2/05,MOVE,-76.5,38.5,1.5,2380000.0,75100000.0,VB,2005,10,2,283.5,5.0,POINT (-76.5 38.5)
5106,5107,9/26/02,MOVE,-76.5,38.5,1.5,5780000.0,62700000.0,VB,2002,9,26,283.5,5.0,POINT (-76.5 38.5)
5107,5108,8/2/05,MOVE,-76.5,38.5,1.5,5250000.0,119000000.0,VB,2005,8,2,283.5,5.0,POINT (-76.5 38.5)
5108,5109,8/4/03,MOVE,-76.5,38.5,1.5,5100000.0,174000000.0,VB,2003,8,4,283.5,5.0,POINT (-76.5 38.5)
5109,5110,2/18/07,MOVE,-76.5,38.5,1.5,2890000.0,167000000.0,VB,2007,2,18,283.5,5.0,POINT (-76.5 38.5)
5110,5111,6/15/06,MOVE,-76.5,38.5,1.5,16100000.0,310000000.0,VB,2006,6,15,283.5,5.0,POINT (-76.5 38.5)
5111,5112,2/6/03,MOVE,-76.5,38.5,1.5,13200000.0,246000000.0,VB,2003,2,6,283.5,5.0,POINT (-76.5 38.5)
5112,5113,8/17/05,MOVE,-76.5,38.5,1.5,3760000.0,42800000.0,VB,2005,8,17,283.5,5.0,POINT (-76.5 38.5)
5113,5114,8/23/03,MOVE,-76.5,38.5,1.5,10900000.0,224000000.0,VB,2003,8,23,283.5,5.0,POINT (-76.5 38.5)
5114,5115,7/4/03,MOVE,-76.5,38.5,1.5,1410000.0,97500000.0,VB,2003,7,4,283.5,5.0,POINT (-76.5 38.5)
5115,5116,2/6/03,MOVE,-76.5,38.5,1.5,13300000.0,278000000.0,VB,2003,2,6,283.5,5.0,POINT (-76.5 38.5)
5116,5117,7/6/04,MOVE,-76.5,38.5,1.5,1610000.0,46200000.0,VB,2004,7,6,283.5,5.0,POINT (-76.5 38.5)
5117,5118,8/23/03,MOVE,-76.5,38.5,1.5,17700000.0,299000000.0,VB,2003,8,23,283.5,5.0,POINT (-76.5 38.5)
5118,5119,9/27/02,MOVE,-76.5,38.5,1.5,6720000.0,100000000.0,VB,2002,9,27,283.5,5.0,POINT (-76.5 38.5)
5119,5120,10/26/04,MOVE,-76.5,38.5,1.5,2130000.0,77400000.0,VB,2004,10,26,283.5,5.0,POINT (-76.5 38.5)
5120,5121,10/18/04,MOVE,-76.5,38.5,1.5,4810000.0,98000000.0,VB,2004,10,18,283.5,5.0,POINT (-76.5 38.5)
5121,5122,11/10/03,MOVE,-76.5,38.5,1.5,6210000.0,161000000.0,VB,2003,11,10,283.5,5.0,POINT (-76.5 38.5)
5122,5123,5/27/05,MOVE,-76.5,38.5,1.5,2790000.0,127000000.0,VB,2005,5,27,283.5,5.0,POINT (-76.5 38.5)
5123,5124,3/30/06,MOVE,-76.5,38.5,1.5,4460000.0,4460000.0,VB,2006,3,30,283.5,5.0,POINT (-76.5 38.5)
5124,5125,7/5/04,MOVE,-76.5,38.5,1.5,8130000.0,107000000.0,VB,2004,7,5,283.5,5.0,POINT (-76.5 38.5)
5125,5126,4/3/03,MOVE,-76.5,39.5,1.5,352000.0,54500000.0,VB,2003,4,3,283.5,5.0,POINT (-76.5 39.5)
5126,5127,2/7/03,MOVE,-76.5,39.5,1.5,16800000.0,110000000.0,VB,2003,2,7,283.5,5.0,POINT (-76.5 39.5)
5127,5128,8/22/03,MOVE,-76.5,39.5,1.5,5110000.0,34900000.0,VB,2003,8,22,283.5,5.0,POINT (-76.5 39.5)
5128,5129,9/27/02,MOVE,-76.5,39.5,1.5,9190000.0,94900000.0,VB,2002,9,27,283.5,5.0,POINT (-76.5 39.5)
5129,5130,11/10/03,MOVE,-76.5,39.5,1.5,7520000.0,148000000.0,VB,2003,11,10,283.5,5.0,POINT (-76.5 39.5)
5130,5131,1/6/03,MOVE,-76.5,39.5,1.5,9780000.0,166000000.0,VB,2003,1,6,283.5,5.0,POINT (-76.5 39.5)
5131,5132,7/4/03,MOVE,-76.5,39.5,1.5,2920000.0,107000000.0,VB,2003,7,4,283.5,5.0,POINT (-76.5 39.5)
5132,5133,7/24/00,TABASCO,-77.5,-41.5,1.0,3544112.5,5564256.625,VB,2000,7,24,282.5,5.0,POINT (-77.5 -41.5)
5133,5134,7/28/00,TABASCO,-78.5,-25.5,1.0,658000.0,2220000.0,VB,2000,7,28,281.5,5.0,POINT (-78.5 -25.5)
5134,5135,7/29/00,TABASCO,-79.5,-21.5,1.0,411000.0,2980000.0,VB,2000,7,29,280.5,5.0,POINT (-79.5 -21.5)
5135,5136,7/30/00,TABASCO,-80.5,-17.5,1.0,631000.0,1450000.0,VB,2000,7,30,279.5,5.0,POINT (-80.5 -17.5)
5136,5137,7/31/00,TABASCO,-81.5,-13.5,1.0,868000.0,5390000.0,VB,2000,7,31,278.5,5.0,POINT (-81.5 -13.5)
5137,5138,1/8/00,TABASCO,-82.5,-9.5,1.0,732000.0,6210000.0,VB,2000,1,8,277.5,5.0,POINT (-82.5 -9.5)
5138,5139,4/8/00,TABASCO,-82.5,3.5,1.0,827000.0,6850000.0,VB,2000,4,8,277.5,5.0,POINT (-82.5 3.5)
5139,5140,3/8/00,TABASCO,-84.5,-0.5,1.0,1090000.0,7250000.0,VB,2000,3,8,275.5,5.0,POINT (-84.5 -0.5)
5140,5141,2/8/00,TABASCO,-84.5,-4.5,1.0,638000.0,3760000.0,VB,2000,2,8,275.5,5.0,POINT (-84.5 -4.5)
5141,5142,8/26/00,ARCTICSBI,-93.5,69.5,1.0,350000.0,13000000.0,VB,2000,8,26,266.5,5.0,POINT (-93.5 69.5)
5142,5143,8/26/00,ARCTICSBI,-93.5,69.5,1.0,374000.0,12800000.0,VB,2000,8,26,266.5,5.0,POINT (-93.5 69.5)
5143,5144,8/26/00,ARCTICSBI,-93.5,69.5,1.0,255000.0,13800000.0,VB,2000,8,26,266.5,5.0,POINT (-93.5 69.5)
5144,5145,8/24/00,ARCTICSBI,-94.5,69.5,1.0,124000.0,15000000.0,VB,2000,8,24,265.5,5.0,POINT (-94.5 69.5)
5145,5146,8/24/00,ARCTICSBI,-94.5,69.5,1.0,195000.0,13800000.0,VB,2000,8,24,265.5,5.0,POINT (-94.5 69.5)
5146,5147,8/24/00,ARCTICSBI,-94.5,69.5,1.0,262000.0,15600000.0,VB,2000,8,24,265.5,5.0,POINT (-94.5 69.5)
5147,5148,8/24/00,ARCTICSBI,-94.5,69.5,1.0,237000.0,11500000.0,VB,2000,8,24,265.5,5.0,POINT (-94.5 69.5)
5148,5149,8/24/00,ARCTICSBI,-94.5,69.5,1.0,117000.0,13800000.0,VB,2000,8,24,265.5,5.0,POINT (-94.5 69.5)
5149,5150,8/21/00,ARCTICSBI,-95.5,68.5,1.0,202000.0,15200000.0,VB,2000,8,21,264.5,5.0,POINT (-95.5 68.5)
5150,5151,8/21/00,ARCTICSBI,-95.5,68.5,1.0,259000.0,18800000.0,VB,2000,8,21,264.5,5.0,POINT (-95.5 68.5)
5151,5152,8/23/00,ARCTICSBI,-95.5,68.5,1.0,177000.0,15100000.0,VB,2000,8,23,264.5,5.0,POINT (-95.5 68.5)
5152,5153,8/23/00,ARCTICSBI,-95.5,68.5,1.0,163000.0,16000000.0,VB,2000,8,23,264.5,5.0,POINT (-95.5 68.5)
5153,5154,8/23/00,ARCTICSBI,-95.5,68.5,1.0,251000.0,9950000.0,VB,2000,8,23,264.5,5.0,POINT (-95.5 68.5)
5154,5155,8/21/00,ARCTICSBI,-95.5,68.5,1.0,250000.0,11400000.0,VB,2000,8,21,264.5,5.0,POINT (-95.5 68.5)
5155,5156,8/23/00,ARCTICSBI,-95.5,68.5,1.0,250000.0,15900000.0,VB,2000,8,23,264.5,5.0,POINT (-95.5 68.5)
5156,5157,8/23/00,ARCTICSBI,-95.5,68.5,1.0,81400.0,16800000.0,VB,2000,8,23,264.5,5.0,POINT (-95.5 68.5)
5157,5158,8/23/00,ARCTICSBI,-95.5,68.5,1.0,245000.0,19600000.0,VB,2000,8,23,264.5,5.0,POINT (-95.5 68.5)
5158,5159,8/21/00,ARCTICSBI,-95.5,68.5,1.0,196000.0,14300000.0,VB,2000,8,21,264.5,5.0,POINT (-95.5 68.5)
5159,5160,8/21/00,ARCTICSBI,-96.5,68.5,1.0,208000.0,14800000.0,VB,2000,8,21,263.5,5.0,POINT (-96.5 68.5)
5160,5161,8/21/00,ARCTICSBI,-96.5,68.5,1.0,174000.0,15000000.0,VB,2000,8,21,263.5,5.0,POINT (-96.5 68.5)
5161,5162,8/21/00,ARCTICSBI,-96.5,68.5,1.0,267000.0,17700000.0,VB,2000,8,21,263.5,5.0,POINT (-96.5 68.5)
5162,5163,8/21/00,ARCTICSBI,-96.5,68.5,1.0,168000.0,19900000.0,VB,2000,8,21,263.5,5.0,POINT (-96.5 68.5)
5163,5164,8/23/00,ARCTICSBI,-96.5,69.5,1.0,133000.0,14800000.0,VB,2000,8,23,263.5,5.0,POINT (-96.5 69.5)
5164,5165,8/23/00,ARCTICSBI,-96.5,69.5,1.0,165000.0,14200000.0,VB,2000,8,23,263.5,5.0,POINT (-96.5 69.5)
5165,5166,8/23/00,ARCTICSBI,-96.5,69.5,1.0,207000.0,16100000.0,VB,2000,8,23,263.5,5.0,POINT (-96.5 69.5)
5166,5167,8/23/00,ARCTICSBI,-96.5,69.5,1.0,387000.0,24600000.0,VB,2000,8,23,263.5,5.0,POINT (-96.5 69.5)
5167,5168,8/23/00,ARCTICSBI,-96.5,69.5,1.0,310000.0,32000000.0,VB,2000,8,23,263.5,5.0,POINT (-96.5 69.5)
5168,5169,8/19/00,ARCTICSBI,-97.5,68.5,1.0,263000.0,37300000.0,VB,2000,8,19,262.5,5.0,POINT (-97.5 68.5)
5169,5170,8/19/00,ARCTICSBI,-97.5,68.5,1.0,221000.0,14200000.0,VB,2000,8,19,262.5,5.0,POINT (-97.5 68.5)
5170,5171,8/19/00,ARCTICSBI,-97.5,68.5,1.0,234000.0,27500000.0,VB,2000,8,19,262.5,5.0,POINT (-97.5 68.5)
5171,5172,8/27/00,ARCTICSBI,-98.5,68.5,1.0,202000.0,12000000.0,VB,2000,8,27,261.5,5.0,POINT (-98.5 68.5)
5172,5173,8/27/00,ARCTICSBI,-98.5,68.5,1.0,178000.0,13200000.0,VB,2000,8,27,261.5,5.0,POINT (-98.5 68.5)
5173,5174,8/27/00,ARCTICSBI,-98.5,68.5,1.0,191000.0,8720000.0,VB,2000,8,27,261.5,5.0,POINT (-98.5 68.5)
5174,5175,8/27/00,ARCTICSBI,-98.5,68.5,1.0,171000.0,11200000.0,VB,2000,8,27,261.5,5.0,POINT (-98.5 68.5)
5175,5176,8/27/00,ARCTICSBI,-98.5,68.5,1.0,91600.0,9950000.0,VB,2000,8,27,261.5,5.0,POINT (-98.5 68.5)
5176,5177,2/11/06,INDIANOCEAN2006,105.5,-24.5,100.0,602000.0,1910000.0,VB,2006,2,11,105.5,117.5,POINT (105.5 -24.5)
5177,5178,2/11/06,INDIANOCEAN2006,105.5,-24.5,30.0,795000.0,2280000.0,VB,2006,2,11,105.5,45.0,POINT (105.5 -24.5)
5178,5179,2/11/06,INDIANOCEAN2006,105.5,-24.5,10.0,796000.0,2020000.0,VB,2006,2,11,105.5,15.0,POINT (105.5 -24.5)
5179,5180,2/11/06,INDIANOCEAN2006,105.5,-24.5,60.0,836000.0,2200000.0,VB,2006,2,11,105.5,65.0,POINT (105.5 -24.5)
5180,5181,2/11/06,INDIANOCEAN2006,105.5,-24.5,200.0,168000.0,984000.0,VB,2006,2,11,105.5,222.5,POINT (105.5 -24.5)
5181,5182,4/11/06,INDIANOCEAN2006,114.5,-19.5,80.0,585000.0,2000000.0,VB,2006,4,11,114.5,87.5,POINT (114.5 -19.5)
5182,5183,4/11/06,INDIANOCEAN2006,114.5,-19.5,30.0,661000.0,3100000.0,VB,2006,4,11,114.5,45.0,POINT (114.5 -19.5)
5183,5184,4/11/06,INDIANOCEAN2006,114.5,-19.5,10.0,861000.0,4310000.0,VB,2006,4,11,114.5,15.0,POINT (114.5 -19.5)
5184,5185,4/11/06,INDIANOCEAN2006,114.5,-19.5,100.0,472000.0,1830000.0,VB,2006,4,11,114.5,117.5,POINT (114.5 -19.5)
5185,5186,4/11/06,INDIANOCEAN2006,114.5,-19.5,60.0,898000.0,3920000.0,VB,2006,4,11,114.5,65.0,POINT (114.5 -19.5)
5187,5188,9/11/06,INDIANOCEAN2006,121.5,-17.5,20.0,1360000.0,6150000.0,VB,2006,9,11,121.5,27.5,POINT (121.5 -17.5)
5188,5189,10/11/06,INDIANOCEAN2006,121.5,-17.5,80.0,1140000.0,4500000.0,VB,2006,10,11,121.5,87.5,POINT (121.5 -17.5)
5189,5190,10/11/06,INDIANOCEAN2006,121.5,-17.5,60.0,1140000.0,4810000.0,VB,2006,10,11,121.5,65.0,POINT (121.5 -17.5)
5190,5191,11/11/06,INDIANOCEAN2006,121.5,-17.5,60.0,1450000.0,7850000.0,VB,2006,11,11,121.5,65.0,POINT (121.5 -17.5)
5191,5192,9/11/06,INDIANOCEAN2006,121.5,-17.5,52.0,1360000.0,5660000.0,VB,2006,9,11,121.5,65.0,POINT (121.5 -17.5)
5192,5193,11/11/06,INDIANOCEAN2006,121.5,-17.5,30.0,1310000.0,7120000.0,VB,2006,11,11,121.5,45.0,POINT (121.5 -17.5)
5193,5194,10/11/06,INDIANOCEAN2006,121.5,-17.5,30.0,1300000.0,6000000.0,VB,2006,10,11,121.5,45.0,POINT (121.5 -17.5)
5194,5195,11/11/06,INDIANOCEAN2006,121.5,-17.5,45.0,1480000.0,14800000.0,VB,2006,11,11,121.5,45.0,POINT (121.5 -17.5)
5195,5196,10/11/06,INDIANOCEAN2006,121.5,-17.5,10.0,1010000.0,4920000.0,VB,2006,10,11,121.5,15.0,POINT (121.5 -17.5)
5196,5197,8/11/06,INDIANOCEAN2006,121.5,-17.5,36.0,1600000.0,7950000.0,VB,2006,8,11,121.5,45.0,POINT (121.5 -17.5)
5197,5198,8/11/06,INDIANOCEAN2006,121.5,-17.5,20.0,1640000.0,6810000.0,VB,2006,8,11,121.5,27.5,POINT (121.5 -17.5)
5198,5199,11/11/06,INDIANOCEAN2006,121.5,-17.5,100.0,832000.0,19000000.0,VB,2006,11,11,121.5,117.5,POINT (121.5 -17.5)
5199,5200,8/11/06,INDIANOCEAN2006,121.5,-17.5,10.0,2420000.0,6190000.0,VB,2006,8,11,121.5,15.0,POINT (121.5 -17.5)
5200,5201,9/11/06,INDIANOCEAN2006,121.5,-17.5,30.0,1330000.0,5830000.0,VB,2006,9,11,121.5,45.0,POINT (121.5 -17.5)
5201,5202,9/11/06,INDIANOCEAN2006,121.5,-17.5,10.0,1520000.0,5130000.0,VB,2006,9,11,121.5,15.0,POINT (121.5 -17.5)
5202,5203,8/11/06,INDIANOCEAN2006,121.5,-17.5,30.0,1620000.0,6810000.0,VB,2006,8,11,121.5,45.0,POINT (121.5 -17.5)
5203,5204,11/11/06,INDIANOCEAN2006,121.5,-17.5,10.0,1100000.0,5540000.0,VB,2006,11,11,121.5,15.0,POINT (121.5 -17.5)
5204,5205,9/11/06,INDIANOCEAN2006,121.5,-17.5,40.0,1380000.0,6010000.0,VB,2006,9,11,121.5,45.0,POINT (121.5 -17.5)
5205,5206,10/11/06,INDIANOCEAN2006,121.5,-17.5,44.0,1200000.0,5280000.0,VB,2006,10,11,121.5,45.0,POINT (121.5 -17.5)
5207,5208,12/19/04,KH04_5,149.5,-44.5,30.0,1378000.261,9330350.913,VB,2004,12,19,149.5,45.0,POINT (149.5 -44.5)
5208,5209,12/19/04,KH04_5,149.5,-44.5,75.0,1143613.368,7877766.798,VB,2004,12,19,149.5,87.5,POINT (149.5 -44.5)
5210,5211,12/19/04,KH04_5,149.5,-44.5,20.0,1367478.515,9395896.921,VB,2004,12,19,149.5,27.5,POINT (149.5 -44.5)
5216,5217,12/19/04,KH04_5,149.5,-44.5,99.0,561258.9282,5456793.274,VB,2004,12,19,149.5,117.5,POINT (149.5 -44.5)
5220,5221,12/19/04,KH04_5,149.5,-44.5,11.0,1403773.643,9577734.233,VB,2004,12,19,149.5,15.0,POINT (149.5 -44.5)
5223,5224,12/19/04,KH04_5,149.5,-44.5,50.0,1269646.571,8937074.864,VB,2004,12,19,149.5,65.0,POINT (149.5 -44.5)
5224,5225,12/19/04,KH04_5,149.5,-44.5,123.0,411213.6753,5143863.945,VB,2004,12,19,149.5,160.0,POINT (149.5 -44.5)
5226,5227,12/19/04,KH04_5,149.5,-44.5,148.0,346508.7377,5101225.685,VB,2004,12,19,149.5,160.0,POINT (149.5 -44.5)
5229,5230,12/19/04,KH04_5,149.5,-44.5,298.0,120911.7227,436897.1968,VB,2004,12,19,149.5,310.0,POINT (149.5 -44.5)
5230,5231,12/19/04,KH04_5,149.5,-44.5,198.0,283967.2516,4764331.415,VB,2004,12,19,149.5,222.5,POINT (149.5 -44.5)
5232,5233,12/19/04,KH04_5,149.5,-44.5,1.0,1394466.711,10180334.63,VB,2004,12,19,149.5,5.0,POINT (149.5 -44.5)
5234,5235,12/23/04,KH04_5,149.5,-59.5,49.0,347087.0775,2690360.804,VB,2004,12,23,149.5,65.0,POINT (149.5 -59.5)
5235,5236,12/23/04,KH04_5,149.5,-59.5,75.0,339568.1081,2610414.262,VB,2004,12,23,149.5,87.5,POINT (149.5 -59.5)
5236,5237,12/23/04,KH04_5,149.5,-59.5,29.0,365669.613,3235633.902,VB,2004,12,23,149.5,45.0,POINT (149.5 -59.5)
5242,5243,12/23/04,KH04_5,149.5,-59.5,1.0,308765.5018,3207999.885,VB,2004,12,23,149.5,5.0,POINT (149.5 -59.5)
5243,5244,12/23/04,KH04_5,149.5,-59.5,9.0,308971.8682,3561485.021,VB,2004,12,23,149.5,15.0,POINT (149.5 -59.5)
5245,5246,12/23/04,KH04_5,149.5,-59.5,17.0,313510.547,3564939.274,VB,2004,12,23,149.5,27.5,POINT (149.5 -59.5)
5248,5249,12/23/04,KH04_5,149.5,-59.5,297.0,147179.1026,289687.0457,VB,2004,12,23,149.5,310.0,POINT (149.5 -59.5)
5249,5250,12/23/04,KH04_5,149.5,-59.5,123.0,275255.1372,2139484.552,VB,2004,12,23,149.5,160.0,POINT (149.5 -59.5)
5250,5251,12/23/04,KH04_5,149.5,-59.5,148.0,258704.2854,1897422.137,VB,2004,12,23,149.5,160.0,POINT (149.5 -59.5)
5251,5252,12/23/04,KH04_5,149.5,-59.5,198.0,252904.3995,1728428.546,VB,2004,12,23,149.5,222.5,POINT (149.5 -59.5)
5253,5254,12/23/04,KH04_5,149.5,-59.5,99.0,279831.194,2286865.977,VB,2004,12,23,149.5,117.5,POINT (149.5 -59.5)
5254,5255,12/21/04,KH04_5,150.5,-54.5,20.0,691256.418,4752377.392,VB,2004,12,21,150.5,27.5,POINT (150.5 -54.5)
5255,5256,12/21/04,KH04_5,150.5,-54.5,10.0,675231.1624,4750051.752,VB,2004,12,21,150.5,15.0,POINT (150.5 -54.5)
5257,5258,12/21/04,KH04_5,150.5,-54.5,1.0,695679.202,5640771.545,VB,2004,12,21,150.5,5.0,POINT (150.5 -54.5)
5258,5259,12/21/04,KH04_5,150.5,-54.5,49.0,735543.6743,4855868.333,VB,2004,12,21,150.5,65.0,POINT (150.5 -54.5)
5259,5260,12/21/04,KH04_5,150.5,-54.5,29.0,711900.3606,4668654.382,VB,2004,12,21,150.5,45.0,POINT (150.5 -54.5)
5262,5263,12/21/04,KH04_5,150.5,-54.5,298.0,449681.7722,6439317.738,VB,2004,12,21,150.5,310.0,POINT (150.5 -54.5)
5269,5270,12/21/04,KH04_5,150.5,-54.5,123.0,633553.6149,3773553.869,VB,2004,12,21,150.5,160.0,POINT (150.5 -54.5)
5270,5271,12/21/04,KH04_5,150.5,-54.5,148.0,552734.531,3468895.141,VB,2004,12,21,150.5,160.0,POINT (150.5 -54.5)
